Front,Back,Reversible
What is the role of the full bootstrap program?,"It is more sophisticated and loads the entire OS from a non-fixed location, then starts the OS.",y
Define: boot partition,A storage device partition containing an executable operating system and its device drivers.,y
Define: master boot record (MBR),"Windows boot code, stored in the first logical block (or first page for NVM) of a boot partition. It contains boot code, a partition table, and a flag for the boot partition.",y
Define: boot sector,"The first sector of a Windows boot device, containing bootstrap code that directs to the kernel.",y
What does the system's firmware do at the beginning of the Windows boot process?,It directs the system to read boot code from the MBR.,y
"What is a common type of storage device failure, more frequent than complete disk failure?",One or more sectors becoming defective.,y
When do disks typically come with bad blocks?,Most disks come from the factory with bad blocks.,y
"How were bad blocks handled on older disks (e.g., IDE controllers)?","Manually, by scanning the disk for bad blocks during formatting and flagging them as unusable.",y
What Linux program is used to search for and lock away bad blocks that develop during operation?,`badblocks`.,y
What typically happens to data on bad blocks when handled manually?,It is usually lost.,y
How do more sophisticated disks handle bad-block recovery?,"The controller maintains a list of bad blocks (initialized at factory, updated over life) and replaces bad sectors logically with spare sectors.",y
Define: bad block,"An unusable sector on an HDD (or non-functional bits, bytes, pages on NVM devices).",y
Define: sector sparing,"Replacement of an unusable HDD sector with another sector elsewhere on the device, typically a spare sector set aside during low-level formatting.",y
What is another term for 'sector sparing'?,Forwarding.,y
How does a device controller replace a bad sector with a spare sector?,"After detecting a bad sector (e.g., via ECC error), the controller logically replaces it. Subsequent requests for the original logical block are then translated to the replacement sector's address.",y
What is a potential consequence of the controller redirecting bad blocks?,It could invalidate OS disk-scheduling optimization.,y
Where are spare sectors typically located on disks?,"A few spare sectors in each cylinder, and a spare cylinder.",y
"When a bad block is remapped, where does the controller try to use a spare sector from?",The same cylinder if possible.,y
Define: sector slipping,"Renaming of sectors to avoid using a bad sector, by remapping all subsequent sectors down one spot to free up space, and then mapping the bad sector to the newly freed space.",y
What happens in the case of an unrecoverable hard error on a storage device?,"Data on that block is lost, and the file using the block must be repaired (e.g., from backup), requiring manual intervention.",y
How does bad block management differ for NVM devices compared to HDDs?,"It is simpler, as there is no seek time performance loss due to remapping.",y
How are replacement locations handled for bad pages on NVM devices?,"Multiple pages are set aside as replacement locations, or space from the over-provisioning area is used.",y
What does the controller for NVM devices do with bad pages?,It maintains a table of bad pages and never sets them as available to write to.,y
Define swapping.,Moving entire processes between secondary storage and main memory.,y
When does swapping typically occur?,"When physical memory is critically low, processes are moved to swap space to free memory.",y
How do modern operating systems generally implement 'swapping'?,"Modern operating systems combine swapping with virtual memory, typically swapping pages rather than entire processes.",y
Are the terms 'swapping' and 'paging' used interchangeably?,"Yes, often.",y
Define swap-space management.,A low-level operating system (OS) task of managing space on secondary storage for swapping and paging.,y
How does virtual memory utilize secondary storage?,As an extension of main memory.,y
What is the impact of drive access speed on system performance when using swap space?,"Drive access is much slower than memory access, which significantly decreases system performance when using swap space.",y
What is the main goal for swap space design and implementation?,To provide the best throughput for the virtual memory system.,y
